"","G1_1","G2_2","G1_3","G2_4","G1_5","G2_6","G1_7","G2_8","G1_9","G2_10","G1_1","G2_2","G1_3","G2_4","G1_5","G2_6","G1_7","G2_8","G1_9","G2_10"
"P00236",63732.6756674881,104982.789787929,407675.431464435,724493.068850376,523705.106126517,390194.545752819,5220221.72016211,1130121.97539867,351985.692321878,87036.4810936166,51708.5720119732,478039.677227544,368081.247965917,223112.40735771,309685.81625877,472030.908526247,182168.247036325,1438185.71754255,1647276.7424768,152603.888618908
"P00237",180805.303001142,90072.1768503954,2229037.25850876,1234888.85374873,1071520.46623096,344809.766591029,2340480.59784716,237346.275334341,2199331.48801455,102848.730267182,100122.395574118,499521.794083034,418552.553262054,179186.42152939,462282.746053501,1021191.35706093,175829.483644377,619501.490945512,831416.679647233,208252.145046071
"P00238",45714.0876205593,108835.110258907,170598.276474158,932893.259674956,113930.160515647,31068.8860575407,178193.282703419,141608.307719487,966787.487579076,314122.495205059,91228.8303315732,407129.62846897,429790.229512382,223125.225365679,32358.6188964315,117463.373297621,185640.208268116,462018.053088414,313004.919555099,152774.275416389
"P00239",245009.621855856,49277.2622545045,26452733.7201202,5561773.12315017,20169761.5126172,3547152.43922973,80793488.3514964,7544736.42018688,5308389.44002371,76048.8868772186,7953963.37752087,602112.294992794,299382.946277548,149208.35038846,2929489.09883662,5514839.94265563,199533.454642121,37122018.5274196,17437454.3656821,270215.807603551
"P00240",1700.50384260793,118290.015655739,530.811670595702,45917.170638169,8384.42231841719,10977.6897705552,5707.18214897884,27769.5503932629,25490.4639636737,305556.550291676,624.326465787201,390179.075916724,278096.195541319,223066.994556628,1565.38049657823,15631.3806128628,41171.5575017063,191069.641707313,5405.90455935613,120162.036956485
"P00241",255204.667643359,63078.1690773707,3652565.4652993,4438674.15771502,4419699.30534552,2186771.20539137,13564326.9943623,41136107.5428285,1557779.95364647,155114.188497103,3589266.84613847,584278.499342506,399826.692367068,155192.148897773,687843.615817582,8355364.84050254,205724.821504711,4394922.72532513,508175.277471536,230646.629044319
"P00242",25170.2309656499,103852.466258802,1770432.10369326,611897.040186478,1237772.89334147,31540.5069027363,1076433.27456299,570160.894545377,1035223.16932588,324783.823229924,723003.33455437,509676.920486567,442312.77576171,204676.858432549,40473.3500033259,58003.8825646175,195008.397217038,293127.974984852,699071.294519173,77318.4538069925
"P00243",663645.484092736,30471.0068231341,118943881.186268,476285669.733349,25206774.9133775,2896613.35542911,106594062.361355,458903690.745721,12024491.8961865,51966.2027559951,106909931.683659,614562.07332371,234326.232900625,74429.2286891606,1496509.08415205,37006151.0633206,206685.729255085,29998492.6588137,96429297.8019354,425740.331911239
"P00244",507352.393156676,29481.1485579828,57448743.732053,4585523.67355732,2645424.55344808,2090719.00382422,7361607.35956576,709439.230312041,5471203.78260587,58295.2968166206,2491383.06432332,612898.736623315,314717.358354401,145335.586767184,17308418.0958576,9969172.49431505,180133.333921669,2701604.96504217,808957554.34646,232490.721005006
"P00245",1818.0875858997,89209.5461439918,610.277627524179,100668.161030763,8275.07105145662,2353.99645191454,9556.67843899107,6523.59454223443,40748.6217614938,242482.408954569,1124.56757618969,83097.9760401878,368939.205427834,205182.984348633,873.244860044855,1315.13154796768,102301.394343746,8133.73493939113,2318.32189452592,24759.6164086277
"P00246",25769.5959555637,99691.478545647,63891.765980482,297189.825917273,145034.828609344,36565.0169305536,216699.19276527,69438.0096841218,761122.321501322,287853.795009358,25665.3278737677,496394.85566608,479574.707155256,205702.987221411,21370.3395283859,54395.8388332623,190788.345591416,196875.819508371,386026.993974485,137310.251882629
"P00247",199440.625370115,59016.8425403702,3889468.93195277,130177518.826646,2869166.54156567,89530.5045496553,29894020.4895652,5400038.18859967,9211160.66182254,96182.569472069,7933961.24574639,560674.497115881,349746.22099129,122432.258490918,929890.063669805,3869814.6461147,206411.841421401,1474241.19531503,9553680.78064872,283819.593306691
"P00248",532717.303606311,56925.7335403137,493293982.42694,5761378.7834289,33606804.1763139,1530414.30509701,17405875.0017777,136607777.315439,5982501.52011012,56473.1635655491,561112.082543161,629625.85610634,249276.220573259,102534.907752067,2827523.85074552,2569209.30589138,206069.22952735,10225706.0467903,25579027.4334214,280717.925651098
"P00249",8794.02348527604,117925.268827478,7135.71775399008,1073812.46226405,85091.46113827,47941.7641463993,304010.56053851,185385.264972169,520093.819264827,301527.645300284,53145.2329254729,415301.997361852,401823.648988896,192039.698302852,2884.44671588293,20117.613499915,172556.727987501,101015.654209403,6943.36657394331,76378.2727810228
"P00250",105111.725067876,94707.9814804567,497342.876574681,467903.959608179,1112436.50260765,79199.4099007051,2862033.31208415,409808.73303454,1522447.43414552,224066.782117183,23236.2491210574,512044.662994566,394393.485632283,222219.612514711,142115.312282751,259903.650170699,135413.312540089,1281155.05344541,461742.498223279,141012.415540454
"P00251",138768.346041228,52447.7869253719,149208236.971351,50122744.1929761,12218917.4409756,1499223.02344566,36021101.0669404,4292578.6424473,1150286.57759966,113009.466476962,3697021.25557987,562677.049008537,369211.917890401,125682.487855259,1521991.56833444,1585294.85950293,206720.485453,6171227.08533703,2323130.37832367,276080.28795402
"P00252",33860.9392020706,66281.8906086857,1478483.02187074,1540331.84874647,1470584.17367261,532535.578140748,9177528.8248184,1496010.0242921,2497650.7569367,252895.77795273,406885.020281801,534856.417281706,369821.730087581,190595.742381974,318421.8592754,3396808.92035944,185252.424448674,2080279.94767508,989466.453882276,162838.67134511
"P00253",177641.541660035,61522.1827663968,13486995.2256183,107026552.110331,2204448.60067669,528910.57672436,43181047.9007138,33978564.9526748,9644153.67119267,152080.838215274,1491070.29022219,612634.650904979,363834.428191204,94630.1875564132,671651.701673854,1497820.11202145,206197.756381251,9244773.93092746,2498767.24200068,225286.762868662
"P00254",128131.310964056,90522.7388553511,14337657.0432194,874316.970725034,512423.247791526,344966.285806119,1202156.53883524,1578249.63675264,3877121.70485446,222369.51042776,106371.37634352,545632.778630611,462661.002427507,209023.632586059,887045.111899802,194922.076164572,172759.439101106,4145917.61178099,3447188.44051344,149407.40484314
"P00255",502496.233529979,37982.1880340822,21341472.8569893,3438416.0428988,7474477.60093343,898022.629659862,1619375.95734145,9758838.92526987,4897221.28913811,60961.7731230107,1303617.92688175,583424.186758203,403963.958903662,149824.808430915,4051668.58493663,5749713.94782605,197706.408178899,1535649.45481299,39945093.7113611,205240.074927478
"P00256",255621.174095312,40696.3239616439,44993534.9646136,34681561.3948438,3633397.41909463,919142.328914482,185121051.274772,20030739.313218,3697868.0054771,102894.636218544,2900918.34915317,546781.469203073,287290.686875441,99124.0454297694,982794.436939298,10159055.877579,205874.762731253,11467722.7926362,6107098.90918962,325701.939203647
"P00257",24040.2243046655,85131.6451790435,39205.4346375206,1949450.44337794,216656.776406128,47991.0812975346,351623.633421139,2375408.51266798,1914383.97366863,279002.26557446,106580.487994996,436561.268696339,425750.803630427,197150.153702751,55265.4566423919,224903.349461249,202145.579229808,262781.98714281,62110.432052363,184907.101801535
"P00258",36602.2071199054,86289.8648039239,3213363.79656276,1715599.53782761,315593.278143545,314506.990816968,2017921.37008051,397042.801591112,2017214.17298499,161877.230871408,326415.576085468,516580.994887727,389675.087261154,183706.013549201,399594.980644844,315125.408133402,197347.716343388,841554.313599009,3236806.22008699,172017.919964867
"P00259",4596.54570173562,91570.9753749622,5679.33285065058,869498.823491903,10979.0078595388,5123.10919866779,72929.6621084567,19252.9693875702,185361.47559331,262967.067132635,3658.52688410804,284850.175770943,478203.001914746,177551.080787452,2083.87993068295,7786.64308565337,141425.4243835,85734.4767452611,7698.6873302111,48398.2628779522
"P00260",91516.5630879858,64524.8526248947,4017789.87866004,24347693.9745865,3902795.44509786,286059.937756439,28663573.4552113,15359014.8171356,7866801.17711228,129427.38107991,2153278.03005705,609720.138251864,280550.014405957,111600.976530882,2895498.40805206,3810338.75351638,206868.540106122,6962185.29878797,4335099.53946956,267483.130371761
"P00261",148176.082629608,66272.0323343827,4640927.28030502,43627935.4576221,4225222.53656456,320076.960951972,2981822.57058603,37597024.1043131,3816669.60694463,137880.61395162,496579.292987561,599482.675131954,278006.13995245,149489.834118593,490136.784508287,1646605.88700351,206393.520919336,2227744.130923,1948549.52852968,196048.530274325
"P00262",220139.558710904,31086.787729412,36640188.6810972,9525609.39029262,24200785.4451311,1714309.27752165,155557771.958337,167910531.501236,21623546.8183558,52548.3967551174,4270990.06931879,590037.579179455,141994.655374892,72922.5535890054,10215574.5937666,69255476.4474569,206796.282947352,22146786.7540592,7014233.83814677,285800.81896533
"P00263",666198.013929236,39514.2728642946,269033272.137124,4560508.96806457,29723266.3587164,1442047.9327568,135795103.346348,37280677.2984275,11655290.4536107,60501.0096789803,6201897.82061138,641583.648485792,324023.457865948,148668.169509603,11974196.8435602,12468169.4427355,206091.598016459,36989757.3573755,107441876.947932,244289.676833141
"P00264",7691.11344357617,114984.865993534,39627.8954531285,29426.0278275353,76316.3495074063,27223.6042372158,197508.174069133,11064.3401945998,217118.025632648,324053.982882352,11304.2318836741,388540.905936791,479578.806050937,215953.493789999,13387.5837578247,17989.9340860988,107108.499467713,742825.550571596,12176.0103908113,87087.948408063
"P00265",6083.22318960184,112165.843328179,777742.807215653,1903679.18603592,84307.2656885915,19060.473452359,304470.463464343,483263.529913267,542123.088474421,319753.800993209,24911.9483449167,354136.364489054,477626.080761859,204690.495514042,2376.25601948538,36702.8592292526,188339.873212517,84386.3693343187,14739.0231016796,101331.374576686
"P00266",20436.856707341,113013.513932314,175864.597890207,313728.862916606,215454.368780735,124584.25380026,368336.250177482,267474.074283536,576703.65485647,234210.341013511,72891.9929582866,462767.652183528,477464.978458776,223058.270471137,35982.3002084101,185665.773771005,158597.427413843,365373.025149151,22502.8981989725,171124.840136397
"P00267",51208.0532753106,58516.5153485089,8065443.40833088,3988649.64103954,931191.089804993,1056152.71740769,2628058.90396618,4380719.52945257,2032678.99737613,130726.228173466,2831846.8021502,583715.186922158,453086.109155621,144904.397984048,90823.9358835663,811433.34461904,200298.047690182,835249.847051682,1636322.01321168,201998.734865151
"P00268",175629.607174689,74371.3551170761,772420.796616056,12638660.0463864,1218975.78559693,86937.2746656499,4383338.37018483,9336337.03373591,1786161.21006326,212216.788503031,195753.137146184,520436.261039747,305716.754041723,127357.60770149,42922.8157676164,544464.260005917,200455.524700557,389851.499115662,323592.931054085,208931.093197586
"P00269",9012.16798337397,96079.2239078214,33864.651474249,267151.325299219,136813.219216768,37059.2655442386,384702.605999584,157055.431459629,335502.37866557,323715.325336133,11022.2583713285,353564.349686642,457314.85573262,195800.495585919,14002.4973669044,13072.9963744918,152213.638884084,316018.770122947,9408.27040820921,152607.185253751
"P00270",27980.6826741411,97172.5622484457,296616.256165123,2240266.0096491,1777871.49616562,22437.729659137,3912727.72716511,130766.805623523,1229062.24768371,300093.225419388,37527.8886439881,475708.204666476,469674.261726255,212029.175254325,40369.2419421402,120353.52848539,165822.460215694,481359.414011549,154813.586615592,132784.446360141
"P00271",155295.00887269,53869.6734789778,10635708.2912281,14555418.0903511,2319805.92594243,337209.279259103,7120765.62625435,2270230.64803303,5622564.17853215,113576.742005867,1524403.82579266,549535.831424824,265543.375480812,112653.133253323,4113496.77115848,1956421.63891237,206706.249821486,9231131.29735586,16294227.6448945,254408.523255366
"P00272",63339.3455874731,76694.3822448158,2273221.08583101,6065531.47164632,3590333.46633049,448750.9529952,1590463.44133906,1693647.19013369,1840660.02723188,166896.91375824,1335343.18407068,520411.559664643,343760.29731741,157223.69819151,787140.841880189,425909.989202181,204581.658978607,1261240.94034901,1615050.76757218,224737.407611657
"P00273",19803.7659948747,114372.063159453,22929.5628192514,1168820.67656011,134713.580835744,28851.1644938812,537271.4925107,563205.340561396,1043015.54316255,323735.131748866,18885.8424182198,485214.912592192,452184.878706742,213386.608615539,8511.86558814005,302530.34346452,183906.59615491,203748.361893379,30548.0070992387,126654.91260704
"P00274",71152.4635883869,79089.4135932092,793194.629712816,1167332.71527399,2282112.01361126,232098.214181546,810443.537476336,1197720.32815908,595629.784555686,127301.966787179,1036610.93512708,529261.660991452,394536.118690664,157881.361490712,382759.734449565,323518.649640706,187965.066838481,1843124.64749018,1029428.51216491,143692.20336569
"P00275",50140.5402053836,118279.394341696,6299743.9526627,789233.96355529,2108920.91910527,17031.994549734,1931783.16691364,106054.319620784,8150370.96370277,318448.302391025,1506905.88674454,349539.029491037,275840.186944887,223121.662169687,57883.2427758117,31450.2845509077,197517.831415565,64353.949296999,980577.543362479,124697.895132602
"P00276",58755.1483979802,116780.468523426,620991.760330173,8416434.34443172,617953.092231458,40203.0792217341,1826997.92819813,384151.886062078,628089.92500262,190719.162507114,134429.394275095,396451.25764907,472302.89525671,186856.85351858,38060.4065383023,118921.944295652,139530.364426466,229513.625781358,391234.617783676,187790.434000785
"P00277",252956.272232791,65308.5493940303,6492636.04479141,169095098.304651,1595720.79024303,103879.696011075,5627871.28825737,34243008.4423933,5108356.95935409,179759.257006665,3917011.26347428,561985.158705448,232762.03745174,115078.613771858,113550.610264809,7815115.52042127,203273.445649,1429162.12114535,396959.70967681,244138.373011497
"P00278",326137.845689696,51087.5527237336,10958072.319738,18637373.578834,14700107.7416098,1094881.98790227,72908343.7488114,55107375.3524224,13097390.0372477,88210.4132943117,3424955.17927617,596639.88877925,189970.491122864,100036.263457272,384460.379436776,7837210.61831378,206975.380605416,3138822.20025084,19140854.4075364,246290.460394219
"P00279",12126.948022171,96523.6304418061,109126.765768516,4023436.78362001,468989.241984402,42798.5034234576,377919.301886863,88155.3128828348,365711.875390129,306041.783930268,91169.9047284091,345324.712333463,454092.893192755,213277.628691067,2048.04242593377,75322.0559041623,177457.681597236,58185.8218888218,78345.6726316256,126086.27187921
"P00280",14329.3163792874,112681.947786415,33601.0119899913,367527.586826596,111501.785580406,16141.6059486356,245681.316934911,93810.0434831858,542267.216649327,323053.370238186,20870.1282062478,384659.858468553,478473.125246908,221716.449414338,5724.81783873312,48616.9145679308,180942.246023992,80660.2265279067,65091.0799893478,141253.288989593
"P00281",82491.2504502353,88439.9903756297,238387.213076955,1737186.38515159,541464.406276038,120323.801878127,3498855.06769056,288362.089837529,407620.998365372,264070.665321148,410923.694496559,480175.248856358,436270.214023869,209466.563177017,82700.8978610629,1081099.64010878,200682.02396628,385402.680098052,218658.268161418,188058.753387874
"P00282",560356.558074825,62659.1609583838,141780174.85013,3085858.55696054,1579097.85366716,1202580.56329874,25332408.0048742,28552214.021661,3983872.76531688,97574.9231718278,5940693.50757658,600135.037694328,264623.49294986,91816.3156752723,822418.928414412,2442886.80882587,206984.336086102,4126610.38378831,19427147.1679575,213140.327166369
"P00283",76109.5901576317,113980.745576018,242936.507744627,2568258.58890213,578450.014104907,171454.622752121,6361339.89289075,2760037.86671107,2521534.60537642,121081.582373476,143514.462629433,411046.872066966,472627.994717663,212540.604247477,46857.0822026031,266764.288271806,165886.832253014,882280.970646985,1572035.14831657,147424.585615544
"P00284",52560.7388256782,88587.6739525451,2356249.7197968,10137891.262482,4835528.68414897,168915.118324076,25568650.460204,60778378.9023508,3485237.03262905,228987.942519194,77542.7173461468,487144.824378923,311458.224305827,138962.98241201,74586.7815260461,1253195.82398825,206973.211030839,1003644.49720271,262538.634721632,236828.083629175
"P00285",4368.38061149841,116196.735394071,44252.8669926768,1317841.37700184,86826.0045337514,13860.2297791643,162065.960991722,61064.7021030452,365797.399204064,325141.740484915,11794.2927437768,302947.324699048,461822.188725578,214590.582799618,1700.43185488654,37181.2619319891,132058.824455523,86871.1230235031,21086.5402903594,111446.254903585
"P00286",94529.0322668557,53852.8629231332,8394874.13008157,11278625.2025803,3696084.35131595,962359.217191781,8771902.94232352,47691578.4272102,2542006.88232145,76115.2427711788,1357438.69325265,567241.724647888,226599.847747778,103785.127758114,924325.952460182,5867591.03689248,205770.124376373,3380151.83500223,13042485.6476989,252316.739352029
"P00287",127926.83422198,63858.9436623031,1590057.23542063,73932173.3408454,1150749.22398375,107989.246510071,6799405.27566021,43383169.1284079,13077785.3698876,143921.772569323,697481.668841705,584698.071396903,271440.842649774,70851.1076192217,121423.789596212,4242111.18788834,206507.554727859,966399.368279645,1807976.81051538,236335.649987891
"P00288",108495.799661524,69664.287821316,4921037.0131566,753924.677733538,570979.960323454,335617.389209591,2008215.34296412,2929004.14595485,1995878.03353103,228147.123389535,433115.708066417,541536.164142789,436573.775128893,157800.646886327,148539.194691938,297205.801597254,183768.653157191,1644678.38105812,1346086.61489627,221017.588553297
"P00289",24824.6302884319,94567.713678138,259838.259734422,1559797.41641879,428502.255587272,162998.34298219,3887679.78172667,868843.169926507,888417.120224548,289965.547908055,56889.7446777334,376270.761157896,466743.130894467,198850.281108346,51602.7201201057,110146.149023288,169356.103519526,145582.194298296,110458.521609734,145415.230240377
"P00290",10212.8501728487,118109.994296977,121206.731245586,301955.516803067,112877.534441879,43082.9009654308,4692916.44516222,200309.215925934,290582.530438153,312756.749018211,95303.6695414778,446898.895394037,462896.708469791,221747.94616762,9641.97997216629,36563.3657567058,135297.12284156,135965.647249564,10931.6186622418,87777.4760816745
"P00291",53903.4833007676,115065.861290213,106598.08338945,4816475.79308156,402700.230990069,44996.9955550296,1597851.90118983,44877.1113918109,1159027.29642143,306790.686482656,287642.181031957,451847.174112485,420408.348936851,219949.145146435,18188.0500040008,323687.00416335,175215.112238771,177077.964247136,368964.599227833,138067.843570283
"P00292",474167.429275485,38376.9419055017,49887493.842214,16695746.8558765,6091250.80361059,886173.326037601,15919382.1634446,19244200.8223292,11742619.637829,80689.9328892324,5579593.99651285,556494.349544157,291103.454510968,119339.681901794,5330507.21957145,3755626.13424782,205858.57532024,3730101.28852972,3793750.38917859,279593.812700388
"P00293",105365.986157342,113642.949434308,6112728.19512865,1557153.85386712,4903085.50825798,75342.7276661043,3059756.38472046,5407069.60267757,2387057.68806778,91814.0087432756,93254.2454825213,593187.086726622,417540.830400179,133090.202430242,92668.4457328159,233615.421160803,189816.259398067,645876.280098959,371707.568685462,110915.334918692
"P00294",101754.043146925,61844.0178367103,934295.922279373,383283.933859015,761042.085988365,215413.857291505,11006147.653457,981520.577990355,1035714.95268667,179731.673823288,580830.828969224,604467.238029051,449587.493984101,220788.235450655,468926.443376705,155166.343088851,191414.343801661,6480597.48790822,4230103.96101021,193841.48578625
"P00295",30824.0565899123,113357.306848891,488698.702284601,167211.761973708,834528.371855283,181819.435035338,1364349.34914257,897842.878300594,1160786.6220424,156793.736864928,97864.2199898931,480306.006822812,467570.97198824,218618.476009287,347220.090190907,166285.455774723,166579.813589478,1534679.75380172,43604.4619798626,174633.657900894
"P00296",15910.5673911883,118227.755858692,14377.5509376951,176776.115260555,42316.0459384052,112290.772865615,320324.260001982,116844.624190582,580082.822839219,320706.356682638,26044.2094894057,428901.48327812,463109.702670542,222449.340342728,21779.9868931293,23198.488421241,155295.752438132,562120.513588494,145516.727669373,135277.696184884
"P00297",11401.6018195983,118125.686974399,29513.3522353538,288655.417944253,45710.7926991677,67608.3431993631,599081.28106165,104889.420416973,628778.810409562,312213.899421012,7910.95883550451,359709.548972064,459610.541851585,173924.384466035,22844.8584274218,56630.3319954588,143350.826719164,542041.591311685,42524.2935679993,81156.6912993301
"P00298",10496.6722062954,114783.471424118,283798.337230198,261207.073507032,102513.789871841,41065.7941910103,116381.194239014,57157.0271702389,98809.0515671003,272407.961378588,17837.9019847839,482004.421984967,477736.884131419,210212.209229093,63050.6065123444,23642.9065073019,156489.659756383,391051.973938605,18944.7558968486,110545.797566184
"P00299",20731.1864585782,110764.746525689,196348.185284701,475267.725122365,56337.9036797659,23063.5688804456,1951544.61559483,56542.6277551549,493868.584891451,286752.554131854,87224.0318340938,329166.819602769,459348.378354815,222995.775134694,22384.5750729701,36097.2600689053,156118.564171338,336096.98668246,118789.180991903,143545.144994494
"P00300",22382.3833935382,84389.2095285837,172245.794410597,2980112.69608934,339161.710763881,87194.282820864,581942.945320436,602630.080099494,797879.743800304,243358.14794419,31728.6902791458,553468.008413746,393553.081953209,180804.491614459,104745.15438763,420484.807401283,193238.333879959,818837.298981383,173146.001462794,150512.116211302
"P00301",187310.749923915,40660.6240429224,25363828.2670023,99277608.1901755,5306120.74634299,186383.556978318,30425364.8552786,7848814.31054989,7439742.08268477,156826.342692827,8780221.4639836,574052.872496029,340857.285394386,102718.741769431,71942.4413466087,3506144.49655683,203657.233726363,2940291.89482254,24925439.1118684,210328.890043632
"P00302",39327.9035463808,83425.3387096966,159820.74798282,460970.819018434,664555.785476263,106039.162867137,517654.761121383,186844.286816884,442396.114646801,276181.922985263,148757.655751638,439164.052836147,468493.317302934,174541.904069546,43566.1879056272,246380.039011623,194626.033753296,841841.214031447,344998.701670719,177865.728730793
"P00303",18200.6677007702,101041.331703192,381965.53888461,764426.883264875,608329.829973556,43294.3638366454,796204.017676314,486798.254725342,495166.288488166,209629.935445763,40658.6551367997,520694.556947424,466545.32443826,193149.525798683,129748.288006841,74448.5555317444,185573.458917928,630228.215350344,603795.642835814,125594.322268216
"P00304",44295.5251399334,100947.802169292,532824.975347391,300780.522589316,194656.781272025,91227.1470203709,661981.454196308,482231.36211472,938246.020571391,266323.597043958,14601.4383848959,342998.726016318,456004.533164468,197935.94232419,536754.167339475,38365.1557914043,119133.895649776,152910.988242386,32505.1925179337,117023.333293716
"P00305",31946.2327875898,99391.8093027013,334166.516912125,9109721.03473579,203083.564793036,40230.0066112675,11490058.4049649,2611018.11675143,397262.875637259,205345.550260654,40892.7816308454,441850.819518189,388416.561995866,219093.882854525,22729.362736723,82386.5302804493,201951.040124161,323054.188074895,83711.0785009626,148080.559466879
"P00306",625767.298048626,43442.0157901221,13982523.9703029,3627108.90482515,4011333.3873603,3163326.97489217,13862287.2101597,28617851.9290384,16698568.6918067,59113.2706769101,1972513.59713887,617473.07058038,309602.979267851,130921.141666218,3146190.82821695,13965103.2698007,206056.735871241,3790572.99462691,46037119.0306697,253306.881645182
"P00307",89669.5396002518,117049.016705252,33602.7514145333,1967397.5428073,146450.3926018,51215.2023886607,652978.754144176,61818.8520286972,706938.530068427,294943.198547483,15757.9546634038,403962.996995091,471681.566245562,193751.300791273,14407.9509134446,96252.528861011,167331.836635416,365799.19108692,41900.1198474646,117813.268185866
"P00308",25042.627730573,89301.6555003246,1729936.90502919,2009173.69587933,406639.344594638,95865.5559630415,3324399.22309544,140607.020156342,1258404.03906091,171224.376373891,8261.49875957679,449191.327350956,446756.644604174,197513.163240792,41599.8133917115,365790.654823761,180123.718237991,496712.0020937,109988.399423383,169866.339559862
"P00309",71708.1631514768,102078.246577938,256689.472746764,2044411.49007435,1170591.15797172,231036.08887129,6686722.19483287,1489788.37272401,954978.674670222,168482.3481699,299044.017750637,549805.717284055,370951.46914449,198444.023431566,404757.776162667,75423.4880084748,188686.588145179,576051.974345315,2436855.53824071,203099.462834311
"P00310",16082.5948074699,90338.7114365417,217499.526228062,6081678.28416622,180546.479653376,63865.1338078569,1439412.55070596,483425.278389256,1315453.13069445,275699.47551144,72308.4998731586,463172.690112199,458892.512439386,182977.044310614,11990.457888008,909562.865901624,157552.121180397,164136.201138501,35062.8269576026,151126.255575341
"P00311",153158.207524958,46513.3127032798,5224502.80687064,12032396.9049732,2140123.71252985,465278.636030127,51674661.2483142,14031375.0966034,3618193.72245369,144828.559715569,2079631.73928121,525451.862509457,322581.245472953,100623.857236634,52745.5953798013,19827130.459195,206122.496746173,3252203.02527119,8630976.11308847,230505.211438924
"P00312",440556.753615055,65490.6103623954,78494008.7616062,2437680.0801228,13422563.3468659,1682849.4066913,51314885.4370515,31785030.668938,5933276.69450865,41443.2465261424,2689178.17309556,606717.539956255,339313.661766524,144857.158987985,1828757.37254053,1225666.50587706,204570.242656872,8128038.63775533,9177500.43823219,260571.156752025
"P00313",7448.27504178517,114423.57603173,12337.0722221321,1504683.19263391,198264.399721101,71641.3452865463,984757.472457031,89094.9791603455,1244035.65194521,324027.48886231,24992.8754148812,387924.494870557,459057.548470338,190874.406898392,4169.64725176056,50055.0340254631,169149.138024819,139506.440549592,29284.628179137,166828.245448804
"P00314",27783.7290156714,97688.3006889063,286876.89419815,1008399.14579647,758558.517472316,65803.5669022599,481799.64367673,2097115.20901204,513063.802469545,207729.046490255,107597.189195504,453940.228713326,373631.617687862,213704.858539504,21602.4214778605,718178.537530044,179600.630551787,419141.74292621,201296.701878868,224971.762130843
"P00315",145960.787346792,69858.9090451215,6400797.53779492,11009256.5641721,1007609.93913835,480195.308523255,16720029.3894525,4133524.09378097,2386008.17323704,156753.656380881,3245295.3991471,553025.408177738,238382.558396592,132375.064693016,190719.208338829,2575279.25694426,199575.252755458,5307722.58544203,3768614.32068963,218282.438704022
"P00316",68359.27815498,98585.9520078709,11442619.7731162,3650480.54387104,4107574.40550236,211192.528292276,4766194.64250932,1619974.2177315,4852457.83295825,129207.097540218,754697.125810743,452294.313261556,335098.066851273,137834.952648742,260906.18424089,801787.113895543,204346.480158674,2054352.73176499,2604685.48267987,229681.746823019
"P00317",155103.937264876,67081.8320106098,1273969.97727641,11559158.3949542,2476028.47161744,78547.5045253833,2380599.49065789,6623925.61382908,6240599.74349253,238357.414972702,384603.330511424,531508.725295679,343106.000805909,176455.37662639,53774.8860839822,1755475.77223808,192829.616749136,758421.890007976,1193101.56104216,189484.180766005
"P00318",23157111.6143327,24553.8291825889,155568132676.306,5271821752.33676,4696297805.96095,186153735.871261,37622588826.0192,12385687780.1639,213547751.129728,15424.2811545828,10302974118.2554,898755.790095518,109311.239500444,56739.100147198,1845258058.38047,13468750444.7892,203900.998813364,737448049.986021,124066855682.488,1837097.56370132
"P00319",52987.7693689843,95112.1937691951,2750112.07398845,124508.485682302,250052.764287346,179274.397060186,245202.440988859,137827.979700649,601683.041327088,274271.549605425,34526.5658204826,493805.421063951,477337.952849525,187978.865975552,104688.323642758,58219.8801779437,155487.56597723,771390.925966258,186577.021555835,94178.5722204195
"P00320",7675.67356727067,117830.970296842,19133.2815805598,591475.54794205,53856.2111410403,10866.8973631272,364256.493632993,39217.4866623224,341934.581343814,320782.320918454,45748.9354974168,296647.709333025,473529.754678165,207518.617463707,3142.3395112208,3893.7376205498,157237.792134417,53677.9359974461,24241.6745605208,72062.8062595242
"P00321",27465.1537695583,108749.34310953,165925.650777803,799300.958575872,336070.916939812,16278.3302365346,854294.719779346,1518325.87207287,1011059.36169128,303481.680666461,29204.1823874566,380096.913658349,362950.107167519,137106.50702061,8571.56459411105,22806.1429469322,187347.369045887,684015.597731461,139479.59570083,143455.359087149
"P00322",9877.4517709498,117930.217177103,32482.6430669985,2219925.39776422,55305.3236499267,15984.7863549575,336556.721108821,330228.382453681,477099.288762911,309048.133694835,44496.7810043013,335349.964931609,478028.606394865,198448.792536252,2087.65997607786,46133.5763025039,184971.090697495,49159.8297671887,50341.2761089876,151810.226783309
"P00323",29742.9762975815,84700.4364271901,1527318.4171061,122314.312691302,382966.734515905,220635.680988074,485551.104185931,231304.826181615,2105884.48758159,176136.470216363,77134.5708907197,528372.069432331,437748.876869184,221885.882269025,186187.025531448,547410.884643226,185910.367415374,884671.438127484,2882076.97281602,137750.528670912
"P00324",163849.995434006,52765.2333289191,12726837.6887506,3669668.24676969,1449086.29334601,717530.750476014,6980162.22302653,3884200.4594551,6065635.43933375,103692.561975272,971677.909242158,537355.073438147,317500.37158374,116140.131665615,551012.804816427,13888501.5950859,203382.149135698,5165843.51451037,3097210.4602196,206042.822702487
"P00325",102970.441355819,95825.7139652223,1708646.01303233,7834358.02367541,445328.873667163,61635.3368868531,3345370.29169213,603248.627578821,586585.329947013,187762.080058956,860426.583179038,513848.508883128,447624.699576363,161248.990904833,122379.484193075,3093878.5599099,186235.781506318,431869.108488828,281131.03970544,151264.962301307
