"Names"	"Sample 1"	"Sample 2"	"Sample 3"	"Sample 4"	"Sample 5"	"Sample 6"	"Sample 7"	"Sample 8"	"Sample 9"	"Sample 10"	"Sample 11"	"Sample 12"	"Sample 13"	"Sample 14"	"Sample 15"	"Sample 16"	"Sample 17"	"Sample 18"	"Sample 19"	"Sample 20"	"Sample 21"	"Sample 22"	"Sample 23"	"Sample 24"	"Sample 25"	"Sample 26"	"Sample 27"	"Sample 28"	"Sample 29"	"Sample 30"	"Sample 31"	"Sample 32"	"Sample 33"	"Sample 34"	"Sample 35"	"Sample 36"	"Sample 37"	"Sample 38"	"Sample 39"	"Sample 40"
"183A"	1721978.53580685	260386.378336167	3627548.60208754	184189.852346713	764395.256511373	14303078.0711259	416665.386844382	198735.422668726	287451.694475768	8992318.31225072	1551957.76779638	1470762.74330603	23683781.8276533	3383782.0549892	1419291.40039449	1692213.33586968	8492274.03728914	8998598.61519356	4305170.86486438	722794.036985288	1220985.97622328	9320073.70241477	11747684.2217051	1665656.39666196	36216.3099660993	775509.315669881	26433431.9174624	1448190.20990124	100472.740499947	7902981.76500622	663007.282278992	35713310.2357823	1725971.60771474	2332063.93107976	13233711.5661007	148254.025109367	15977087.1030317	12218404.5504322	436813.725356394	6537670.70266722
"184B"	5132747.43586455	148461.627337335	19208675.2913651	125971.04622669	140287.291974469	1691953.90796283	85691.5601814949	345873.548450977	216376.68580217	684253.334177572	107923.325868882	680176.433359905	9661050.36802564	2755743.2054164	249190.231766773	3239562.38806204	497583.081207478	2667526.16347316	334234.395192361	227184.944932451	278561.005968023	2417200.86358828	794647.656264129	562047.788438469	565114.239182496	1369332.88675098	33359984.0902672	412765.759109459	12651.6728233969	1693891.42325298	12197747.2361932	14661460.1180985	3169981.07847894	1289338.61688472	3320319.42160971	686509.405900715	224057.283141114	90285312.4618797	3313871.33020894	64354.7191876538
"185C"	971516.104695817	35998.5098181714	1514325.31410076	256981.766491205	389236.683222912	1856424.90665934	60395.5087924532	479219.310266635	64135.8932790982	5382014.57354272	674799.716201783	28672965.3903574	368740.391843353	911329.735639805	5783.11472888532	316989.944794687	2910992.02951142	1869470.56025285	18893912.8127103	2562117.78704267	273504.908746256	490328.62155925	160743.028921418	3901460.65136883	1012675.94660042	797852.109272433	11970489.6521433	88189.4467589433	243692.445240662	5436359.85026784	1900609.1268792	33416489.46172	1639368.69101231	660861.984317562	1923987.40135146	203856.151498778	21812881.5221673	6416276.92642943	2652172.15822331	954170.085826921
"186D"	1484831.97501126	131949.181239734	561304.983862579	652216.631254469	72941.0113484847	1422969.97282127	25772.9075502015	530208.822642661	155658.05935432	68676.8339430914	470635.747765299	3295458.47188356	302080.439841512	6435004.69961186	80747.9332590832	675938.110455485	4159388.19867556	784631.386268643	707169.059538538	2183359.48596008	161208.490394857	656932.094975323	30644.1650353778	53825706.3569535	74459.8487890527	12766004.3301979	84425175.0239125	3147950.43617664	351590.233756973	1286385.70796787	4194568.45835766	35759158.2748434	1953821.25130137	68400.3637902636	14488182.7119878	293707.040032912	26550256.5296435	1548433.71838237	1521753.7132294	653114.641209595
"187E"	4266151.92504617	266696.483396888	947208.897049931	30034.0034262977	1859789.12908541	695641.068357451	154762.773306162	324701.294260953	6574.31089577212	4443651.25570541	162405.850361754	2281312.9510165	1345973.04829975	393577.04466836	541525.120787487	1864725.1942944	1038893.1696066	3265551.81359854	3922655.87420359	98822.4810138581	2714320.52593402	8993285.35457239	12747110.3319125	568896.814217564	1124585.27676251	11046622.0791963	49298465.1325191	1964257.19238057	29883.39261313	4456155.67655457	677961.672050216	3063550.90266072	215842.192259446	884912.497327811	10071225.0171309	122155.580735043	4793122.86496816	35191099.9062973	114472.211711883	1258458.87756533
"188F"	939688.225350274	294505.135982573	2959994.2293993	167900.826852832	2054187.71072428	12094650.1072267	49949.3360045642	1208708.73663545	101900.297767737	2256309.6740991	77993.7211652402	2312284.8803209	996936.746383975	1932098.61041699	43223.3461273233	190889.401268858	2564218.08143108	7777956.37651868	1208016.87599732	127655.548920633	304385.240825317	396217.291775541	3171366.3214238	1001694.73943473	559972.666533419	756562.937840514	99856684.549431	43054.9265530059	653824.774162176	11488540.7419847	202404.709596331	42362369.6357707	5163307.00425498	147977.814171679	6081350.00310605	48725.0297059756	3370081.86610421	1434748.72532508	82089.4869428481	154794.09096921
"189G"	7808985.79898583	159245.955893905	822366.167847786	237187.342827243	18309.7364688696	35988344.1188864	13364.7932269603	1044595.92178543	91996.7887387943	395755.69169844	930270.714634559	4749722.51662476	765538.670678923	1002243.45683515	1288547.92279104	1603703.34425489	4238946.58606527	6507263.24571515	944113.578967569	729930.082546618	1699879.92014829	5952303.04343089	1073407.74963193	16013212.8680096	309558.454122879	3548094.83466556	107563292.855172	2014486.99402287	166773.521068587	8728816.86942424	152164.22012948	4329370.68337268	7340769.87138203	634978.872526134	29213598.2165549	99309.3967645138	5554664.01925384	5207819.7748189	277147.808201832	1644060.8877464
"190H"	1568493.52000857	679478.117413355	10535542.58089	5109.47594172865	852505.75586141	19942170.1281139	165752.358040023	55067.9105266162	53371.91052991	180853.27513696	94067.4952979244	1514757.16961408	694654.34855474	348637.757266611	813648.60567719	387191.555028609	8316564.95692419	8327094.85025063	1083048.39885073	1652711.35332095	164301.279841625	226321.992304499	783983.007105563	673111.367646757	695311.43501783	1354785.58151741	457148223.19645	7037421.36982037	77663.4769487817	1480329.86520004	3856412.075251	10752911.1941786	1867953.3049673	21112.719612821	39750730.1369022	1031025.79464574	1343509.78725089	3897809.42472936	4441742.63154403	785795.019034323
"191I"	823413.966282624	68630.0425172186	2501009.8205827	48888.187386526	46622.5658808152	5851120.57434821	109374.767406215	497708.5197119	26957.084256004	308151.294028931	214673.015843933	2717534.06529442	221072.050420097	48964.6432503011	282925.088616825	2290717.91215022	5176425.52881367	6696818.94341966	1472173.45779656	322968.206040656	268415.898162901	281127.324407887	366358.691745633	4025050.23998639	62107.836077027	1665499.73401581	34361265.1206863	16924185.6539392	79006.3795626636	1422393.4702265	341859.733434533	12476639.8354161	11286016.0465971	239536.550199547	34051111.0735777	354790.68635216	14713164.9442764	4028875.67392456	9721446.89158641	5561369.19890073
"192J"	3391772.64602632	79224.7491791411	27580512.1801555	195074.205403352	220291.62784803	19482524.389219	187300.831519519	281952.262845636	156005.081063261	1978173.18230941	1220563.57174858	1315017.9493759	1648034.94450498	1289874.37555155	27703.6775606181	871374.868448273	228198.240843877	4410194.00133378	418297.252573629	134705.732427615	1977683.52453593	661942.012350632	4897556.59301473	1388481.94392815	53320.0105109229	13411016.9071282	3701108.59910131	462888.567867333	81648.4030160001	49357.8565553362	409254.167207188	8209976.14748432	1735038.06508968	576332.268728417	15165383.2945697	855083.379391351	563169.496249258	5174082.72218558	325419.208379898	4142086.97707984
"193K"	1624823.66335488	84049.350808974	346218.132920859	3796.53919831776	81798.0966378582	5537416.65288051	21182.1210853069	7159077.57859424	490079.318199627	1552020.24654873	90749.0336696795	2677491.55496931	802771.442331805	1132124.43330664	73596.2252159358	4723217.8732829	755818.193394125	9689548.67880385	1467382.63561976	41765.2128468945	203386.299573268	266779.982758834	843409.59905498	226136.250984696	22061.8697040822	1848875.16828745	139398511.635726	31077.219455775	510982.916574646	6974180.62208387	2727835.07460572	3032826.15329584	6991724.35652512	456347.333428783	8337193.184089	326215.415363482	3547266.6384885	977524.597654265	382205.696094686	148507.441375891
"194L"	7573978.12021155	1156881.84159442	9594215.51171721	2723.68444564241	2993001.48070002	401269.524469481	1223404.84551308	13226449.0706682	23703.7690757105	296405.569835323	1270601.50596397	245903.673733039	337053.918172009	1292370.33841723	591680.968946665	137559.859960091	1158812.54519411	10491529.0957287	5280253.64001175	88294.9960670889	1335183.80002357	1963564.85655165	55329.9268761182	5974822.51721752	15505435.1463346	649973.079013859	52988491.0120863	774728.128657972	412127.767635328	552036.619026271	504915.983736647	76996126.5751418	995608.793518269	238077.978912649	60633097.5885236	533618.731696949	1664620.96431226	2203874.1398767	2752403.48123011	169474.340040503
"195M"	586360.401697537	50169.3553771259	5466053.28100603	40966.3094585572	132450.228675125	25580066.949029	93257.8074177847	12730139.002617	39535.1176772257	9794405.28142236	726528.307391977	404675.023307794	15340985.2705332	1298771.20165384	270919.155861529	382868.884839313	3023073.82378675	4477112.82625845	9219679.97486476	187374.825272579	1267456.08663392	516574.74994888	340463.125595819	867751.580392081	155767.318146481	75675376.1688735	104638567.666488	17789.25384753	57420.3859349529	4126738.45609537	1803445.18261183	182877210.755852	4536850.49725558	32996.2943864596	49373354.9410933	652277.364283765	1389244.78121383	42677693.8126744	385402.188386059	220030.129606438
"196N"	4415060.90166927	1646274.9836141	10271447.3753846	128496.496773801	1698265.12076887	10846817.8379319	203351.002880432	1494910.13755285	74495.29757518	582583.751595927	141165.246186845	66428555.0890171	147734.901134677	745869.494444664	184475.569625456	2425997.49497515	3575316.06184208	4589631.61397454	1830682.73079765	4353531.16211913	104978.022713265	4968947.25555067	451026.27443824	430454.424948577	1291406.08800708	3684172.3209859	26910638.5968316	3239551.99545147	52944.5939972917	5305044.08046636	25133154.8584679	8290808.74364079	1152371.81701796	964223.662357642	2975496.99536253	161777.435192065	5089084.04772589	20623547.7961398	1103788.18120564	29643.5627465144
"197O"	405499.032496671	38207.5470557729	21056137.5294217	177985.456569761	244981.050346897	660970.721872941	74225.5850367817	621067.190060147	34094.0622870588	702632.069862475	3284442.26820792	15631557.2547197	15906580.5614853	239296.165627273	30804.7641343803	13525645.7056673	10726826.9490397	1551737.30898028	46590078.363754	295801.665661664	381432.284613076	76175.3495320735	680553.690991435	473810.115776666	252607.566853498	1497304.63201695	86020681.5464878	721092.053428292	203616.248037294	8144150.35062641	2305367.04216969	25107464.3870799	1522271.3679657	725064.959550856	86890495.6979828	266391.593637466	5931525.50747341	1063995.89745068	1060662.10883916	230688.087215603
"198P"	1262527.78768843	154602.995720433	843357.343303678	156375.115849598	66875.5197064248	10160332.7761574	4094082.75036503	4830553.02615699	106841.551797645	829568.986916333	250528.633105584	1557823.47422999	6820113.86150482	265823.879677688	3968419.54558705	735474.836944347	302576.125973605	3620546.0384469	10508446.9364361	76037.8592634203	188272.922862856	2779032.39548172	258546.530922164	6121405.64755654	140994.755801772	2014293.91067097	90450077.7194276	3815631.8912301	7165277.02886196	3719821.36247765	290244.776139429	63814753.4965761	1687972.03507658	1144973.85968765	169414805.638495	48085.3486650791	2231614.11238318	1581735.37348264	3229968.37513119	77305.3205228016
"199Q"	665828.478681443	192697.924357742	2891813.38679239	90314.1964522018	280093.432208352	3029643.30834107	75413.6092694595	207471.384493038	197929.787532374	985163.224236751	73530.2353116069	1513237.12460847	419654.72795074	690224.719187749	257308.165051984	3948294.20527894	608827.323645158	1987302.21976647	2395676.83815014	7536593.41925139	626003.273207044	874365.271345756	124198.284103689	3018120.94149866	59837.9494283679	3006233.52387433	6841404.32987076	548935.342784437	94985.1424816226	20825738.5999848	1293772.26655919	12300835.2977992	612893.480428555	24283.6896558286	6173934.44878088	68613.3543582578	17108808.7206078	3153901.76264908	2593855.99572566	43303.7463373099
"200R"	9625796.69509877	80423.7172098885	30292132.7170893	64124.9774775254	165610.574006781	24880325.582616	37355.195701208	256377.980550064	251803.455853343	2948884.9572163	2869087.53472504	95340157.1552414	21846276.26219	8049762.49002051	31939.7286602224	307707.890518653	1094377.6971564	3366764.65908667	1428442.39004492	1625835.14421872	584273.747941213	1293934.34574156	4387184.4508485	453563.935764642	119314.345615122	4594349.58315727	14490057.2441195	218599.085653199	109272.036302812	797084.978776553	2519158.5334355	472371.381584937	551234.449739953	175254.362284475	100667673.623845	858337.172453232	427420.527870622	73479868.7782352	191486.40636718	58708.7463925947
"201S"	455063.328553355	88982.1425383947	12521758.4398475	13541.8431061342	784168.956645646	3830930.47194759	117055.940850058	10305862.8387534	443034.991632848	213676.235288068	85610.4531156493	427258.116228052	568132.559659966	417592.955812223	1178654.63442266	4858225.73289105	2371643.45723727	1801759.31185539	1152060.02538338	28704.1738536924	172913.603906505	1663341.03420946	1929028.56060407	869762.605705123	319052.070753728	613830.545169197	100097830.153324	513255.373988718	66018.8782557789	835669.248487736	373694.537937161	3476229.05322762	10145294.6107751	153091.213978206	45714947.9411429	24800.2397947192	9512400.53527613	1247015.70850658	73557.50217813	144931.91327463
"202T"	316023.103379938	23062.2139591242	3381076.5366692	238329.997197897	328869.085390857	559501.995283253	1027170.05122305	1341092.29739123	163841.943236358	513291.254811895	129036.929378083	365243.384462769	407281.573125851	6633974.73827692	132678.330914774	283021.42898601	2177807.33775783	7499970.04467518	7015446.80949756	2319599.31850014	467963.491032278	3870926.41675085	974438.756578906	15826866.3450088	357240.489951957	59625826.4452875	20108102.8020622	159407.619348938	826705.945892176	2619567.94671265	132748.074695845	21154960.1338251	7797192.37821992	26671.7919401711	6837071.68059198	51518.5708912806	13606962.6074404	2930682.5911049	2208582.33894859	550037.92822979
"203U"	1134720.82955798	688731.64265649	3140986.41510874	37332.810532924	274633.665214718	13656565.1090911	567293.874149887	42205.6591064496	2765104.27622548	651071.956072982	170979.163861303	440747.23998478	7098186.88193163	4568150.4395484	151884.893343649	132939.69566143	824356.150981926	6151268.93006833	3429099.98343829	301278.221507383	306700.665529329	1566682.12112533	650050.650338714	3276606.64677928	153183.883999057	1272353.25848456	7231581.51183107	887278.352584537	3826314.41120104	1829044.02592571	4515316.13964881	2175752.79300816	2573817.30760344	77566.6784363657	2705311.25206659	498302.464048089	3776145.00199396	6594368.61636863	1804198.71040354	848702.575023415
"204V"	1561057.56843601	669776.110651796	7091794.06565075	23296.9911460034	23907.0752764546	7058047.71135608	28622.1929945552	178117.142881696	97231.9843024283	635817.490136947	175211.188524335	395063.760156934	3943681.7844589	13662361.0390323	138343.907562393	1176557.14357353	385146.663602915	1691586.19398132	7441413.75766104	421647.829635063	1190530.94921678	671344.700151132	5118137.13151672	319990.954029363	40203.9805653967	3515373.8369334	383429965.251747	7608.19555552798	75810.894473587	2069310.68403494	131716.035716738	1129445.51536303	875294.818505037	371358.792119446	45127099.426297	514443.359677499	1835286.5529241	17598303.1506445	1045084.1944025	344332.613976684
"205W"	3855529.00236724	105390.826248221	15593307.6069289	192583.575164878	68102.6972481896	4789504.5579129	4359628.03811124	50588.1736502988	11018.1934983747	36974.1218339035	6507.04402857526	4754209.99452273	457337.813054792	1120071.93429452	29458.7861746277	517276.377921374	207420.147831407	1596022.53912754	3027096.83507473	3455868.04300846	1338542.42999796	836321.993277331	494714.449405181	1288397.8987898	308407.393115601	4679117.42079735	149876224.947103	186164.808129149	240052.794516384	91929.8207479813	2535096.17958578	53790859.7563225	387752.777417423	484434.392518799	7731883.8017483	208139.400990421	184649.729704326	9509644.29276724	1234040.77207302	53440.7302660136
"206X"	3338766.11553975	29103.9473194409	4028047.47398215	8910.08309966168	21897.9236595121	14717175.3147467	3379750.869895	1651910.41108932	40400.7185564619	418452.672643191	97699.8056255214	1642009.05462183	5076067.2354457	2198246.0146741	60341.1633185111	1123862.27994204	270641.187956435	2580569.62289698	16861103.0147469	101034.651713608	149619.161431718	2378211.36174035	432400.684865228	1051463.4226924	99287.2360081646	4784903.26800054	35315572.9685767	1608167.41275677	648056.555508057	375662.706174335	328580.853861064	65272151.7385831	8053376.28929386	69221.3520229324	2129656.5085868	262961.030422852	1066728.58239835	25989768.7838032	6034495.71221298	682559.113863483
"207Y"	581436.301242627	281940.691066452	12473918.4581418	256247.435894685	651016.105165641	2605200.45245618	441552.845510514	534101.419362864	124097.706107548	622510.667234086	322203.523852942	2085187.16905984	555216.570820498	16491967.3838983	465478.197142449	878529.992517617	5838192.30898805	28427294.3923226	2958959.29233832	2387126.13887135	142888.526611466	3048728.7920046	582449.443636268	709915.629680464	2348497.27307944	3166578.39750717	21581369.7760693	2146367.39709808	1101858.14195332	10236536.0080052	55829603.216458	2302426.45839249	1249263.14485031	675577.300466714	5848262.36299509	314632.278177677	905798.670551922	1488068.08770097	6171079.0797341	537792.748470976
"208Z"	5218124.07660325	886611.688657952	4980380.17330656	64731.7311292769	618227.489913152	226862.464227644	441308.974982964	2235113.92098073	69938.0166640801	257586.732123939	96561.9352342323	2058243.03095658	509004.459979566	1832899.11587975	164321.399034529	15294839.702504	56061668.6040057	1354029.50570976	558306.321051843	86562.0400347118	442668.776353282	1098659.02912599	145449.124050901	1908957.67940157	276188.175478067	181320.701536924	76869324.5798663	392438.023469162	616185.870211701	5924278.77255461	984459.786059109	437471.119314868	1452796.10549103	216973.400889525	5875647.01158749	1145029.83327665	2776177.58902486	2279119.52671709	2296260.80151502	2093425.93353954
"209A"	3059426.58979391	235240.0413322	23881231.0010188	533972.509173614	1003345.65025767	3513840.13982142	92925.1749963757	421326.617528698	36809.2180675069	71379.9572747495	1217775.573954	1718262.10558941	4684479.95063089	1780571.08385089	688279.271872374	4738238.27362152	848134.477513781	861803.303777497	20995783.0414951	285043.161823653	2703616.92300285	571820.048622593	521570.833111331	519424.287191471	1288205.18719391	10401626.7743974	35143048.0913932	1207170.74978803	14687.0014471322	23972640.1934684	199422.710965725	2064939.2434419	1355055.30897979	807223.610225131	6314264.51887164	139945.791768247	1770444.67758469	14341205.3452762	3286842.6033214	2861587.8985059
"210B"	37241192.3538676	522466.478849201	1028292.14644538	215334.866167242	216170.345507353	5373757.77041899	3393123.63440222	1214924.73716783	481275.788617778	451607.303675816	333482.12044224	3130039.03293272	1656413.69824265	227813.939852162	160744.300414917	257059.455335508	2377651.04557874	3165348.6339157	9691444.18738284	109225.05233392	1463852.34607664	736708.52219983	1704342.49585075	276256.218020319	335410.879796531	17168453.3816794	79691929.7970406	3285937.49381304	321290.940327438	12327885.253798	5671292.38138635	4690244.08613109	6967435.88066169	278249.135278326	18930646.2640731	12430.2803288203	7756766.49851641	1431902.59377714	1068363.41425456	721171.606044495
"211C"	4396319.62283745	108353.730720212	148155.733744538	59944.2677278268	41251.3446057661	6388494.09007401	18134.565785222	3255028.43981882	18180.6239867145	433785.484309165	191538.336185069	6890922.89255343	2649271.56754403	5726972.88016968	122956.783877624	1887365.44628712	951186.417398217	13852584.5899974	2057944.98309621	728246.959446309	118926.199983641	143626.648701113	65172.481124626	967497.580108731	725849.945594486	3329150.21126933	278034608.076606	2067054.19496953	505029.840505916	3463549.81082586	8343424.54695007	5068413.20475587	1059392.19515443	319078.162040696	15414580.2113842	41275.6674701155	10717809.4000013	8282330.80537109	843548.997508301	118108.655738197
"212D"	1450639.00023794	1026973.45770242	15519248.7628271	115359.774054311	20425.4867360164	26654664.7426234	542085.173217612	453429.929240421	20533.8980215077	6383281.74617459	95397.2503044889	82072.2876361565	1350209.34249005	206659.013237745	252987.872518316	541250.022195522	1408579.89734704	22089794.5347138	2239434.01035913	162061.995176778	2610842.09138673	581790.171752682	20150360.3874408	671079.15751728	332426.30864091	3001674.8694731	435099635.87781	2381836.90639182	22174.224557958	745111.981889618	861992.827526859	43733322.5507781	1444929.58892809	1912075.5148543	7314528.71763723	166915.942675859	6953635.24583351	30907932.2270663	435120.278681814	355741.539773492
"213E"	4012266.23955862	525133.572363944	3588864.73749299	107190.893689191	131072.28757242	2701653.62490187	312926.097658713	805039.39773626	66016.3228877913	3868421.02510349	205001.885310436	44626669.7760366	2088094.96407103	880385.483049499	124442.813680523	289111.029024427	840027.675936464	1084650.3658063	659114.51918413	108516.455315186	997259.631318205	166070.593272636	787984.578786916	403382.507310503	86527.3056556618	1847215.51487914	132470487.08131	1090336.40908583	430735.905662001	295912.442254968	1363749.44749045	861080.669610375	2361441.13192605	1140194.90008146	202268.952469027	45950.1087008853	8968111.65007898	4033501.63468231	3637965.65274138	1192602.59032374
"214F"	3701788.64374289	162008.265945309	9916487.98303378	188606.714552846	5736119.22786573	493528.346029936	998905.771014282	74376.9771401505	571105.00856308	825182.440292701	186989.663168242	12459320.4822495	282284.724911351	839074.874557016	191679.86553422	335627.797129772	2004910.13462571	2415866.30472586	1834608.4271924	155736.294802125	1439026.47779504	155389.261430145	355386.81575631	1752531.63428061	775953.797061351	670410.213465104	13876086.0461988	923490.897236634	64688.7135632284	2551772.69754514	790069.376666729	2393630.97672077	978381.926827143	171151.883593544	11547328.4568017	1714612.22011814	14915594.339841	16572135.5597853	165279.732551619	71873.065805246
"215G"	584936.531780971	1066097.26546185	33307409.3489753	6574.14131489758	334172.974335936	2059451.56418476	615102.11764349	646757.517736747	63525.0060323759	15930937.9969288	395792.761166108	3087726.69866626	228362.521959967	3078948.87680129	113325.166790762	1060585.70139115	3883422.3954103	887945.393723593	1403152.39099264	1177379.18015226	509820.828595821	276750.540385874	36303.0292860051	1016413.12560466	81799.9439345896	5022923.4368556	192246145.728711	3244772.50182019	1753452.65975775	348114.322059484	3168200.9935133	21823193.7187838	2050888.16058799	445673.544967468	608738.336645524	315295.69437719	5413136.02114662	4184355.03958811	650688.294729933	498350.232554817
"216H"	16866074.2668756	382193.253431014	7284821.96734281	34917.9410448153	180403.25854479	10315271.8103455	257871.628174135	417915.602508379	120153.302105524	488154.226320371	106182.859571947	789761.922022016	338951.077127356	152008.149099934	16490.4831502773	438729.543036319	100420.791754756	3925618.12052673	446265.890367829	806048.285810177	46475.0304401517	196442.5055007	329198.646806411	337818.927945624	791130.208847006	1004928.62612848	25988883.9312491	3826709.96064117	32643.6802825581	966460.756445145	3343720.55133776	52338735.6906744	30991417.4628782	1069374.92172731	43866208.1771602	444769.482898266	286873.016700433	3940896.58875472	389331.558581032	40041.4495271154
"217I"	126489.943330512	246128.607381839	4684686.3760549	109606.07947258	855084.156629307	9799281.18212624	35100.3762674518	9373033.77170438	53988.8946071956	373157.995025858	234998.74181698	18510674.9090008	767998.363878531	2697330.95693234	14035.5424457282	1897321.62353868	4855982.976975	3174216.95738305	778896.360572365	284163.179963966	4661759.57891187	206475.270022048	444373.545922628	4278785.60185539	232014.849771619	1789219.34813071	26075565.1639704	4037419.95846443	111640.314778894	5054729.93420355	8382080.91605387	11257157.7876624	961980.109462957	9300330.90645318	58753168.5752684	330435.599944583	22350920.7244699	22760593.8050901	236869.770985765	921163.880419143
"218J"	490572.801008126	11224.3033257928	4648704.03845103	128233.174524634	367661.621526599	4303297.97033272	631865.336873085	116049.497738427	1300107.02368885	855154.794677034	90558.4091762562	1432300.40051098	1179129.53192358	316900.676602854	107245.72801675	4178363.05474862	2353130.72822567	3742392.27536808	3957997.31745118	11654429.9900085	379401.406660313	3377369.92548075	1005297.95221792	682949.46884314	174958.50219022	5776955.66591764	106948797.84735	502923.197122221	205964.1979906	936820.45501137	7368219.19559075	4091691.96178512	55927044.2387583	262795.64643523	92863348.6818787	923927.432768901	2207101.67150428	10772408.5011852	10357689.7933343	2416185.7611301
"219K"	9627231.76495731	51996.316108756	2899593.42329576	91843.346953446	100946.580277521	10785615.4441478	364867.247602705	694735.686474335	31623.4097999946	558546.566552181	746877.626781882	2481493.84837387	1611519.26740823	840306.33691629	273952.864051598	10556925.8651226	9435303.84320249	1999879.2116783	2588240.56167297	11228.0476928193	367814.579849741	1382443.7836461	921634.801409161	242085.839189015	2764582.47914484	2146495.12542829	25800642.1565199	589974.994312597	54557.1787058378	1019403.69086951	3290228.57625041	10342853.0179983	3746801.17663901	366057.136921304	41527789.403176	180662.48557679	286291.447354759	10899864.6858831	408356.611724003	121323.685786075
"220L"	1631314.50285341	445869.088578972	4595039.84099401	72464.312521876	161568.46666472	14969940.8279904	264108.666750827	3897069.80212363	235349.745480647	4365693.26761787	1777003.81855787	1376835.59360977	3222691.00053758	640549.41055889	668167.748711951	3805574.65417065	4897299.58777245	17375254.1006037	181333.154256809	221446.793122252	4268962.90904523	6598655.97413277	2758727.05398684	709557.658170614	72606.1501753277	1899824.34377912	283452712.73433	5923926.78052673	276666.154244576	6270323.23323144	2712757.28536055	154430114.65301	914041.034693623	1335258.70717795	60487624.2376953	115575.375340983	5588384.71403664	31583126.9317371	2050679.45821175	2019821.28463874
"221M"	1152940.81225931	1824105.94468416	1962646.64704459	109709.335709735	323548.020547413	5394309.88646746	39732.6727280868	463062.583257517	82409.1253157376	876490.73588104	127369.272325528	1797676.62291727	2401665.3599982	1115935.04909329	1359638.52118411	4229915.41833979	971998.643419601	2533727.18042396	2840987.94202712	905346.214471516	131861.163947283	3553175.58186322	939067.248868248	2198187.3699805	68091.4972362184	3400907.67765993	39880196.4329806	867557.894580198	81318.9089108474	5797230.87818222	2306747.16012596	99494020.9788662	2097084.96637385	824104.098351341	1208799.22056586	471863.222878625	369944.415059199	32164611.3961729	531154.108574587	176863.539085234
"222N"	3840340.91473984	128863.707666865	4088686.95535694	43911.6819309697	905493.028456891	7340294.62342214	758960.156912325	7185536.53519282	62859.2183610133	729277.91255422	352989.411319134	984051.78803125	198161.140012941	182210.758828032	1711177.82382025	3086781.72516027	1408081.34455299	29406398.289018	1502847.34581024	73229.4504974805	166195.629216402	850711.118790889	1103714.64315262	31064.145534777	495830.10902414	1579371.21066053	54345286.1299387	641917.34010894	288439.565669867	69003.6928700366	4847949.93932039	30353635.1265807	2819138.52704433	49737.7883341941	7557889.67902529	275104.018675888	28281499.2624933	11497033.1445757	5851344.8824385	225861.140380944
"223O"	584645.090637757	47040.3536442464	12284793.3675406	4067.60995689221	135252.071080229	10285789.8376731	79573.5982831259	664741.051930433	31457.5956412165	5647123.54511895	729819.572288114	432069.762503369	963227.565627633	288210.899186337	85344.3698599817	2314499.11443677	714966.442929059	1114562.3861102	2189442.7010759	469239.123732463	1302934.11304055	1139918.59011719	216774.773350947	4475159.66264953	2139021.98991196	31516721.9654797	5149566.92444739	751552.317675409	54705.4299232106	5655777.30193243	1725290.20706655	27353784.2654253	5522249.9242107	172227.927981154	1155130.70871586	203311.354142418	6741911.564312	5807007.05028278	2770612.06143536	185169.058945945
"224P"	17989533.2340641	656478.413462499	42860289.1610695	179312.808055266	1629286.63875454	1347528.94761037	49319.626685842	381789.858161876	29023.1016056388	479577.117186158	93373.7636805855	722720.124126346	6517025.4981891	1580351.53948479	198414.146925336	6423061.54495242	2155351.2522513	1731257.79339519	2376547.92699561	512228.597274581	4372539.50034112	1155509.32502528	2509865.51617171	93695601.0243106	187493.82947662	1353560.97737715	434359318.276998	1238269.79889016	947197.038969863	1009389.79909482	1131197.10456642	353507.894552469	1598462.00331122	25915.8045136057	98294125.5063949	651787.177688366	14365770.0770096	3775708.06076367	1118449.98488116	1888015.37403468
"225Q"	236050.573845245	244462.713161045	10798957.0511834	139201.455674237	11855213.432552	5455143.36664807	165225.557853116	873762.601040348	443011.1896258	159777.868517192	544940.50099544	1482345.52112102	666073.226128413	338862.969187302	26618.8541453974	53761.8390159513	32379219.5849284	779027.383229525	392740.469878518	11855333.4714055	247761.157133047	1104619.1251082	846540.439483853	355712.677179603	29776.6023723471	1290059.80600341	23238461.4624443	1000544.1898021	62508.3809384118	608945.75951702	5666336.25800685	90082555.4667982	3205812.32679253	2987878.70371252	95275553.1867272	238162.384312257	27962875.6062343	3821450.12757309	27579221.586675	84756.2139916708
"226R"	2556037.61864838	436760.833230274	45605560.5270267	11048.5869369555	5124580.5407278	1489375.23944878	56612.1236161531	3121185.40104999	87032.4802989439	321711.852956435	123725.869105038	601802.961458844	1140042.48410235	16270083.6900093	68575.3165009855	296630.769041345	987078.257235876	1063692.15866489	2875155.99198858	664576.715873033	3099015.56081285	1226149.62969984	12239764.28736	736528.181797061	79643.9710991169	3926648.50934217	63634254.2222949	1035387.30384968	1513094.97207322	3984837.12417663	941812.881375294	33814616.2907864	554191.958238534	63949.1966977105	1832497.71211117	163112.665080787	4774157.97235125	8743916.55857251	311026.442801993	1658391.93764776
